Shipment_ID,Order_Date,Promised_Delivery_Date,Actual_Delivery_Date,Delay_Days,Delay_Status,On_Time_Flag,Origin_City,Origin_State,Origin_Region,Destination_City,Destination_State,Destination_Region,Route_ID,Distance_Miles,Warehouse_ID,Warehouse_City,Warehouse_State,Carrier,Ship_Mode,Product_Category,Product_Weight_kg,Order_Value,Shipping_Cost,Customer_Segment,Customer_ID,Weather_Condition,Traffic_Condition
SHP-2022-0235254,2022-12-21,2022-12-23,,,,,New York,NY,East,Baltimore,MD,East,RT-0030,2255,WH-005,Atlanta,GA,UPS,Air,Furniture,57.94,1440.24,247.3,B2C,CUST-07544,Rain,Medium
SHP-2022-0024276,2022-11-30,2022-12-02,,,,,Boston,MA,East,Detroit,MI,Central,RT-0141,1152,WH-006,Seattle,WA,UPS,Air,Furniture,174.43,5741.79,435.45,B2B,CUST-03369,Clear,Low
SHP-2024-0028983,2024-07-28,2024-08-02,,,,,Columbus,OH,Central,San Francisco,CA,West,RT-0084,641,WH-001,Chicago,IL,USPS,Ground,Food & Beverage,249.63,7946.77,99.49,B2C,CUST-07244,Clear,High
SHP-2024-0321604,2024-08-17,2024-08-19,,,,,Philadelphia,PA,East,Phoenix,AZ,West,RT-0137,60,WH-001,Chicago,IL,UPS,Air,Automotive,295.5,4339.33,483.0,B2B,CUST-04730,Clear,Low
SHP-2024-0445021,2024-08-04,2024-08-10,,,,,Miami,FL,South,Atlanta,GA,South,RT-0032,1627,WH-008,Houston,TX,FedEx,Ground,Food & Beverage,466.87,8801.87,91.25,B2C,CUST-02650,Storm,Low
SHP-2023-0384907,2023-05-15,2023-05-19,,,,,Newark,NJ,East,Phoenix,AZ,West,RT-0008,1723,WH-009,Minneapolis,MN,UPS,Ground,Automotive,225.8,8529.76,43.9,B2C,CUST-06245,Clear,Low
SHP-2023-0103687,2023-02-28,2023-03-02,,,,,Philadelphia,PA,East,Las Vegas,NV,West,RT-0065,2718,WH-003,Los Angeles,CA,USPS,Air,Electronics,181.08,6302.99,167.5,B2C,CUST-04117,Snow,Low
SHP-2024-0227506,2024-11-12,2024-11-18,,,,,Nashville,TN,South,Boston,MA,East,RT-0049,922,WH-009,Minneapolis,MN,DHL,Standard,Industrial,414.24,419.47,100.15,B2C,CUST-00532,Clear,
SHP-2024-0063430,2024-04-30,2024-05-02,,,,,Hartford,CT,East,Newark,NJ,East,RT-0047,924,WH-005,Atlanta,GA,UPS,Express,Furniture,363.91,10952.6,267.45,B2B,CUST-07306,Clear,High
SHP-2024-0113563,2024-01-23,2024-01-29,,,,,Minneapolis,MN,Central,San Francisco,CA,West,RT-0187,1082,WH-003,Los Angeles,CA,DHL,Standard,Food & Beverage,361.25,4496.3,78.2,B2B,CUST-07135,Fog,Medium
SHP-2022-0310842,2022-10-15,2022-10-24,,,,,Chicago,IL,Central,Las Vegas,NV,West,RT-0057,158,WH-003,Los Angeles,CA,UPS,Standard,Medical Supplies,47.2,2112.55,35.61,B2C,CUST-04391,Clear,Medium
SHP-2024-0237561,2024-04-12,2024-04-17,,,,,Atlanta,GA,South,Dallas,TX,South,RT-0005,385,WH-003,Los Angeles,CA,UPS,Ground,Apparel,286.05,9531.71,122.32,Government,CUST-02463,Rain,Medium
SHP-2021-0083126,2021-08-23,2021-08-25,,,,,New York,NY,East,San Francisco,CA,West,RT-0008,2656,WH-010,Phoenix,AZ,UPS,Air,Electronics,275.39,8530.19,201.67,B2C,CUST-00176,Clear,Low
SHP-2024-0068851,2024-05-02,2024-05-08,,,,,Boston,MA,East,Phoenix,AZ,West,RT-0090,1098,WH-001,Chicago,IL,UPS,Ground,Electronics,460.37,5197.53,119.95,B2B,CUST-02380,Clear,Medium
SHP-2024-0386773,2024-05-16,2024-05-22,,,,,Philadelphia,PA,East,Seattle,WA,West,RT-0025,2132,WH-009,Minneapolis,MN,DHL,Standard,Furniture,27.36,444.57,39.12,B2C,CUST-07963,Clear,Medium
SHP-2022-0147185,2022-08-31,2022-09-06,,,,,Dallas,TX,South,Miami,FL,South,RT-0076,98,WH-007,Philadelphia,PA,USPS,Ground,Industrial,197.42,2101.31,53.77,Government,CUST-04838,Storm,Low
SHP-2022-0123103,2022-05-05,2022-05-12,,,,,Phoenix,AZ,West,Charlotte,NC,South,RT-0157,2352,WH-002,Dallas,TX,DHL,Ground,Electronics,391.5,11253.6,47.29,Government,CUST-07534,Clear,Low
SHP-2023-0369527,2023-09-20,2023-09-25,,,,,Portland,OR,West,San Francisco,CA,West,RT-0194,989,WH-005,Atlanta,GA,UPS,Ground,Automotive,52.98,14721.51,55.83,B2C,CUST-04847,Clear,Medium
SHP-2023-0230668,2023-11-30,2023-12-07,,,,,Houston,TX,South,Philadelphia,PA,East,RT-0098,2105,WH-001,Chicago,IL,FedEx,Ground,Furniture,441.95,2228.5,172.01,B2C,CUST-07983,Clear,Medium
SHP-2022-0071722,2022-07-08,2022-07-09,,,,,New York,NY,East,Portland,OR,West,RT-0167,2740,WH-010,Phoenix,AZ,FedEx,Air,Furniture,167.72,6226.66,295.31,Government,CUST-02016,Rain,High
SHP-2023-0055439,2023-11-10,2023-11-16,,,,,Philadelphia,PA,East,San Francisco,CA,West,RT-0062,1488,WH-008,Houston,TX,USPS,Ground,Industrial,141.96,6759.25,42.74,B2B,CUST-05541,Clear,Medium
SHP-2024-0275018,2024-10-02,2024-10-04,,,,,Baltimore,MD,East,Atlanta,GA,South,RT-0153,608,WH-007,Philadelphia,PA,UPS,Air,Industrial,87.95,10678.7,133.03,B2C,CUST-04676,Rain,Medium
SHP-2022-0327495,2022-08-05,2022-08-10,,,,,Seattle,WA,West,Portland,OR,West,RT-0182,1854,WH-003,Los Angeles,CA,FedEx,Ground,Furniture,412.45,2193.13,69.5,B2B,CUST-07127,Rain,Low
SHP-2024-0270125,2024-06-02,2024-06-05,,,,,Newark,NJ,East,Hartford,CT,East,RT-0143,2149,WH-002,Dallas,TX,FedEx,Express,Apparel,377.14,2203.66,152.58,B2C,CUST-04813,Rain,Low
SHP-2024-0255800,2024-12-04,2024-12-13,,,,,Charlotte,NC,South,Hartford,CT,East,RT-0167,515,WH-008,Houston,TX,FedEx,Standard,Automotive,247.56,5624.23,72.47,Government,CUST-05102,Clear,Severe
SHP-2022-0049346,2022-08-09,2022-08-14,,,,,Portland,OR,West,Detroit,MI,Central,RT-0165,1540,WH-005,Atlanta,GA,USPS,Standard,Electronics,373.67,4321.38,92.78,B2C,CUST-03868,Rain,Medium
SHP-2021-0410857,2021-03-17,2021-03-27,,,,,Boston,MA,East,Minneapolis,MN,Central,RT-0141,2358,WH-003,Los Angeles,CA,FedEx,Standard,Industrial,418.35,10162.83,44.35,B2C,CUST-07611,Fog,Medium
SHP-2024-0393505,2024-12-15,2024-12-16,,,,,Indianapolis,IN,Central,Columbus,OH,Central,RT-0156,1779,WH-002,Dallas,TX,UPS,Air,Electronics,287.67,10613.67,495.18,B2C,CUST-02578,Storm,Low
SHP-2023-0301622,2023-12-06,2023-12-11,,,,,Baltimore,MD,East,Philadelphia,PA,East,RT-0101,2055,WH-008,Houston,TX,UPS,Ground,Medical Supplies,404.18,12553.96,134.33,B2B,CUST-01705,Fog,High
SHP-2022-0314555,2022-09-06,2022-09-14,,,,,Phoenix,AZ,West,Minneapolis,MN,Central,RT-0051,2792,WH-004,New York,NY,FedEx,Standard,Apparel,281.98,14880.48,90.72,B2B,CUST-02181,Clear,High
SHP-2023-0078846,2023-12-08,2023-12-12,,,,,New York,NY,East,Seattle,WA,West,RT-0114,162,WH-008,Houston,TX,DHL,Ground,Furniture,444.13,2014.58,169.06,B2C,CUST-05467,Clear,Medium
SHP-2021-0092790,2021-02-13,2021-02-19,,,,,Minneapolis,MN,Central,Nashville,TN,South,RT-0098,1110,WH-007,Philadelphia,PA,DHL,Ground,Apparel,401.55,14536.16,120.8,Government,CUST-00501,Rain,Low
SHP-2021-0405450,2021-07-15,2021-07-22,,,,,Minneapolis,MN,Central,Nashville,TN,South,RT-0112,2382,WH-001,Chicago,IL,FedEx,Ground,Electronics,34.58,4946.63,35.63,Government,CUST-00913,Clear,High
SHP-2022-0227694,2022-12-10,2022-12-12,,,,,New York,NY,East,Atlanta,GA,South,RT-0101,1328,WH-002,Dallas,TX,UPS,Express,Electronics,340.76,7611.51,223.92,B2C,CUST-07575,Clear,
SHP-2023-0328521,2023-04-11,2023-04-13,,,,,Charlotte,NC,South,Minneapolis,MN,Central,RT-0086,2198,WH-008,Houston,TX,UPS,Express,Electronics,313.2,6190.79,229.19,B2B,CUST-07497,Clear,Medium
SHP-2022-0074439,2022-12-04,2022-12-10,,,,,Hartford,CT,East,Seattle,WA,West,RT-0181,498,WH-009,Minneapolis,MN,DHL,Standard,Industrial,63.81,2816.48,14.23,B2B,CUST-02624,Snow,Medium
SHP-2022-0048149,2022-03-29,2022-03-31,,,,,New York,NY,East,New York,NY,East,RT-0142,1315,WH-003,Los Angeles,CA,FedEx,Express,Food & Beverage,90.22,9580.07,94.97,B2B,CUST-06105,,Medium
SHP-2021-0250943,2021-10-12,2021-10-14,,,,,Nashville,TN,South,Phoenix,AZ,West,RT-0197,1047,WH-007,Philadelphia,PA,UPS,Express,Pharmaceuticals,73.83,6694.56,86.71,B2C,CUST-07631,Clear,Medium
SHP-2021-0236970,2021-07-09,2021-07-11,,,,,Portland,OR,West,Boston,MA,East,RT-0158,850,WH-003,Los Angeles,CA,DHL,Air,Food & Beverage,403.16,13705.21,621.97,B2C,CUST-01528,Clear,Low
SHP-2023-0006094,2023-06-17,2023-06-19,,,,,Charlotte,NC,South,Dallas,TX,South,RT-0094,1142,WH-006,Seattle,WA,UPS,Air,Food & Beverage,219.74,11652.91,402.39,B2B,CUST-00017,Fog,Medium
SHP-2022-0031812,2022-07-01,2022-07-09,,,,,Nashville,TN,South,Boston,MA,East,RT-0166,1767,WH-004,New York,NY,USPS,Standard,Furniture,19.39,12769.63,24.06,B2C,CUST-07906,,High
SHP-2021-0207380,2021-05-02,2021-05-08,,,,,Los Angeles,CA,West,Portland,OR,West,RT-0099,2223,WH-007,Philadelphia,PA,FedEx,Standard,Medical Supplies,287.62,8996.04,32.46,Government,CUST-02403,Storm,High
SHP-2023-0245903,2023-12-10,2023-12-17,,,,,Hartford,CT,East,San Francisco,CA,West,RT-0187,86,WH-008,Houston,TX,FedEx,Ground,Furniture,224.7,8255.8,37.31,B2C,CUST-02852,Clear,Low
SHP-2024-0241817,2024-01-30,2024-02-06,,,,,Indianapolis,IN,Central,Atlanta,GA,South,RT-0066,1773,WH-005,Atlanta,GA,USPS,Ground,Automotive,7.14,1527.61,29.81,B2C,CUST-05408,Storm,Medium
SHP-2024-0067288,2024-08-04,2024-08-11,,,,,Dallas,TX,South,Baltimore,MD,East,RT-0074,2688,WH-006,Seattle,WA,DHL,Ground,Automotive,88.84,7236.52,53.77,B2C,CUST-07924,,Medium
SHP-2022-0282351,2022-06-03,2022-06-05,,,,,San Francisco,CA,West,Columbus,OH,Central,RT-0126,2181,WH-009,Minneapolis,MN,OnTrac,Air,Electronics,228.27,9041.81,391.2,B2B,CUST-06278,Snow,Severe
SHP-2023-0135329,2023-07-23,2023-07-26,,,,,Columbus,OH,Central,Baltimore,MD,East,RT-0081,666,WH-008,Houston,TX,FedEx,Express,Furniture,450.36,11459.15,354.11,B2C,CUST-00159,Clear,High
SHP-2023-0079951,2023-08-08,2023-08-18,,,,,Minneapolis,MN,Central,Minneapolis,MN,Central,RT-0031,647,WH-003,Los Angeles,CA,USPS,Standard,Electronics,407.46,8830.2,31.93,B2B,CUST-03580,Fog,Medium
SHP-2021-0030195,2021-05-22,2021-05-25,,,,,Baltimore,MD,East,Phoenix,AZ,West,RT-0014,2333,WH-003,Los Angeles,CA,FedEx,Express,Automotive,271.7,1203.78,202.58,B2B,CUST-00066,,Medium
SHP-2021-0072238,2021-01-14,2021-01-24,,,,,Portland,OR,West,Philadelphia,PA,East,RT-0034,785,WH-002,Dallas,TX,OnTrac,Standard,Furniture,371.29,9729.85,88.66,B2C,CUST-04768,Clear,Medium
SHP-2021-0037963,2021-01-01,2021-01-07,,,,,Minneapolis,MN,Central,Boston,MA,East,RT-0083,2188,WH-007,Philadelphia,PA,OnTrac,Standard,Food & Beverage,464.11,5851.36,125.62,B2B,CUST-00068,Clear,
SHP-2022-0066702,2022-09-18,2022-09-24,,,,,Los Angeles,CA,West,Los Angeles,CA,West,RT-0195,2485,WH-009,Minneapolis,MN,USPS,Ground,Apparel,120.43,5466.32,45.26,B2B,CUST-00655,Snow,Severe
SHP-2021-0192954,2021-06-23,2021-06-27,,,,,Columbus,OH,Central,Phoenix,AZ,West,RT-0083,2586,WH-008,Houston,TX,OnTrac,Ground,Pharmaceuticals,108.73,14525.52,35.74,B2C,CUST-06851,Snow,Low
SHP-2024-0185127,2024-01-21,2024-01-28,,,,,Seattle,WA,West,Baltimore,MD,East,RT-0138,2603,WH-003,Los Angeles,CA,UPS,Ground,Pharmaceuticals,329.56,6145.4,123.07,Government,CUST-00384,Clear,Low
SHP-2021-0061225,2021-07-16,2021-07-18,,,,,Columbus,OH,Central,Chicago,IL,Central,RT-0017,1270,WH-005,Atlanta,GA,DHL,Express,Food & Beverage,352.86,2640.67,181.62,B2C,CUST-07528,Storm,Low
SHP-2024-0224909,2024-09-01,2024-09-07,,,,,Las Vegas,NV,West,Houston,TX,South,RT-0081,421,WH-004,New York,NY,UPS,Standard,Automotive,121.42,3125.62,58.39,B2B,CUST-01729,Clear,Low
SHP-2024-0407796,2024-03-02,2024-03-07,,,,,Houston,TX,South,Charlotte,NC,South,RT-0097,285,WH-007,Philadelphia,PA,UPS,Ground,Medical Supplies,288.28,9519.99,100.91,B2C,CUST-07287,Snow,Medium
SHP-2024-0285048,2024-02-07,2024-02-11,,,,,Chicago,IL,Central,Newark,NJ,East,RT-0097,2406,WH-008,Houston,TX,UPS,Ground,Pharmaceuticals,109.55,6689.84,52.53,B2B,CUST-00659,Clear,High
SHP-2024-0261576,2024-01-18,2024-01-22,,,,,Seattle,WA,West,San Francisco,CA,West,RT-0065,1174,WH-001,Chicago,IL,USPS,Ground,Electronics,132.52,3890.67,70.74,B2C,CUST-04727,Fog,High
SHP-2021-0097067,2021-11-21,2021-11-25,,,,,San Francisco,CA,West,Philadelphia,PA,East,RT-0014,2322,WH-009,Minneapolis,MN,UPS,Ground,Food & Beverage,88.16,3503.77,74.84,B2B,CUST-02409,Fog,High
SHP-2024-0361102,2024-04-17,2024-04-24,,,,,Columbus,OH,Central,New York,NY,East,RT-0129,2802,WH-002,Dallas,TX,OnTrac,Ground,Electronics,171.51,2212.89,89.12,B2B,CUST-02988,Rain,Low
SHP-2024-0291908,2024-07-05,2024-07-07,,,,,Houston,TX,South,Kansas City,MO,Central,RT-0035,2619,WH-010,Phoenix,AZ,FedEx,Express,Furniture,126.76,7321.53,88.27,B2B,CUST-01346,Snow,Low
SHP-2022-0229373,2022-09-03,2022-09-06,,,,,Columbus,OH,Central,Portland,OR,West,RT-0016,1560,WH-006,Seattle,WA,DHL,Express,Medical Supplies,121.59,11919.18,142.14,B2B,CUST-05273,Rain,Medium
SHP-2022-0272213,2022-09-18,2022-09-19,,,,,Seattle,WA,West,Minneapolis,MN,Central,RT-0177,2042,WH-002,Dallas,TX,UPS,Air,Apparel,273.31,4041.87,268.45,B2C,CUST-02943,Storm,
SHP-2024-0441976,2024-12-14,2024-12-17,,,,,Detroit,MI,Central,Boston,MA,East,RT-0175,1256,WH-002,Dallas,TX,DHL,Express,Electronics,355.2,2904.7,262.78,B2C,CUST-04577,Clear,High
SHP-2022-0257222,2022-07-28,2022-07-30,,,,,New York,NY,East,Chicago,IL,Central,RT-0163,1376,WH-007,Philadelphia,PA,OnTrac,Express,Automotive,264.21,501.92,229.06,B2C,CUST-00104,Snow,Medium
SHP-2023-0234656,2023-12-06,2023-12-07,,,,,Boston,MA,East,Dallas,TX,South,RT-0102,2100,WH-003,Los Angeles,CA,USPS,Air,Electronics,381.98,4632.03,622.14,B2C,CUST-04450,Clear,High
SHP-2022-0090386,2022-05-31,2022-06-07,,,,,Portland,OR,West,San Francisco,CA,West,RT-0037,2657,WH-005,Atlanta,GA,UPS,Ground,Furniture,396.61,6616.81,51.84,Government,CUST-02044,Clear,Low
SHP-2021-0273618,2021-03-06,2021-03-12,,,,,Minneapolis,MN,Central,Charlotte,NC,South,RT-0151,284,WH-001,Chicago,IL,FedEx,Standard,Food & Beverage,4.72,2198.21,14.19,B2B,CUST-03839,Clear,High
SHP-2022-0131902,2022-05-07,2022-05-11,,,,,New York,NY,East,Detroit,MI,Central,RT-0137,665,WH-007,Philadelphia,PA,DHL,Ground,Electronics,302.76,12985.67,126.68,B2B,CUST-03938,Clear,Low
SHP-2021-0081020,2021-07-07,2021-07-12,,,,,Los Angeles,CA,West,Seattle,WA,West,RT-0144,2645,WH-005,Atlanta,GA,FedEx,Standard,Automotive,261.46,13486.06,43.31,B2B,CUST-05375,Fog,Low
SHP-2021-0183378,2021-11-22,2021-11-30,,,,,Houston,TX,South,Hartford,CT,East,RT-0139,1140,WH-004,New York,NY,FedEx,Standard,Industrial,174.11,12591.01,55.44,B2B,CUST-04945,Clear,Medium
SHP-2023-0063971,2023-12-05,2023-12-13,,,,,Hartford,CT,East,Philadelphia,PA,East,RT-0035,52,WH-010,Phoenix,AZ,FedEx,Standard,Pharmaceuticals,294.1,12886.27,27.82,B2B,CUST-02561,Rain,Severe
SHP-2023-0045424,2023-04-17,2023-04-19,,,,,Hartford,CT,East,Minneapolis,MN,Central,RT-0121,2970,WH-002,Dallas,TX,FedEx,Express,Food & Beverage,60.95,13804.74,137.77,B2C,CUST-04115,Clear,High
SHP-2024-0378189,2024-12-05,2024-12-10,,,,,Boston,MA,East,Seattle,WA,West,RT-0084,1807,WH-003,Los Angeles,CA,FedEx,Ground,Apparel,200.99,6402.79,87.91,B2C,CUST-01201,Clear,Severe
SHP-2024-0283985,2024-01-31,2024-02-05,,,,,Miami,FL,South,Houston,TX,South,RT-0105,1245,WH-004,New York,NY,FedEx,Standard,Automotive,403.58,1228.54,54.04,B2B,CUST-00140,Rain,Low
SHP-2023-0437077,2023-11-16,2023-11-17,,,,,Newark,NJ,East,Dallas,TX,South,RT-0053,856,WH-003,Los Angeles,CA,UPS,Air,Electronics,451.21,813.16,716.29,B2B,CUST-03407,Clear,
SHP-2023-0303130,2023-10-24,2023-10-27,,,,,Philadelphia,PA,East,Minneapolis,MN,Central,RT-0047,2127,WH-005,Atlanta,GA,OnTrac,Express,Automotive,268.3,9861.68,196.86,B2B,CUST-03704,Fog,Low
SHP-2021-0405992,2021-04-24,2021-05-02,,,,,Philadelphia,PA,East,Atlanta,GA,South,RT-0173,316,WH-008,Houston,TX,UPS,Standard,Furniture,50.22,1803.92,43.85,B2B,CUST-06813,Rain,Medium
SHP-2022-0267145,2022-08-18,2022-08-25,,,,,Minneapolis,MN,Central,Detroit,MI,Central,RT-0164,2358,WH-003,Los Angeles,CA,USPS,Ground,Pharmaceuticals,261.99,6445.69,96.51,B2C,CUST-01325,Snow,Low
SHP-2021-0246217,2021-12-18,2021-12-23,,,,,Kansas City,MO,Central,Chicago,IL,Central,RT-0095,1358,WH-001,Chicago,IL,UPS,Ground,Electronics,323.53,1605.3,133.17,B2B,CUST-05020,Rain,High
SHP-2022-0401042,2022-09-18,2022-09-23,,,,,San Francisco,CA,West,Indianapolis,IN,Central,RT-0195,606,WH-003,Los Angeles,CA,FedEx,Ground,Apparel,442.08,4980.6,113.0,B2C,CUST-00749,Clear,Medium
SHP-2023-0027186,2023-05-25,2023-05-29,,,,,Hartford,CT,East,Houston,TX,South,RT-0184,2532,WH-009,Minneapolis,MN,USPS,Ground,Electronics,166.87,5590.33,93.25,B2B,CUST-00305,Fog,High
SHP-2021-0308489,2021-10-14,2021-10-18,,,,,Miami,FL,South,Seattle,WA,West,RT-0041,506,WH-010,Phoenix,AZ,FedEx,Ground,Pharmaceuticals,31.42,13257.73,25.52,B2C,CUST-04903,Snow,High
SHP-2022-0112113,2022-10-29,2022-11-04,,,,,Charlotte,NC,South,Baltimore,MD,East,RT-0086,414,WH-006,Seattle,WA,UPS,Ground,Furniture,432.89,5263.55,159.76,Government,CUST-04514,,High
SHP-2022-0104726,2022-08-01,2022-08-11,,,,,Los Angeles,CA,West,San Francisco,CA,West,RT-0041,1392,WH-004,New York,NY,OnTrac,Standard,Apparel,202.17,9534.14,68.85,B2B,CUST-03408,Clear,High
SHP-2024-0160886,2024-11-24,2024-11-29,,,,,Detroit,MI,Central,Atlanta,GA,South,RT-0092,2753,WH-001,Chicago,IL,OnTrac,Standard,Apparel,278.98,11479.24,72.04,B2B,CUST-03724,Rain,Low
SHP-2022-0425375,2022-09-29,2022-10-04,,,,,Chicago,IL,Central,Charlotte,NC,South,RT-0133,2011,WH-005,Atlanta,GA,UPS,Standard,Industrial,392.83,5949.11,69.53,B2C,CUST-06098,Fog,Low
SHP-2022-0067892,2022-05-11,2022-05-13,,,,,Los Angeles,CA,West,Atlanta,GA,South,RT-0029,798,WH-001,Chicago,IL,FedEx,Express,Food & Beverage,196.43,4744.91,194.56,B2B,CUST-06181,Rain,Medium
SHP-2022-0389395,2022-04-17,2022-04-23,,,,,Baltimore,MD,East,Dallas,TX,South,RT-0163,483,WH-008,Houston,TX,FedEx,Ground,Medical Supplies,343.08,8419.73,94.44,B2B,CUST-06995,Rain,Medium
SHP-2021-0365290,2021-12-30,2022-01-04,,,,,Charlotte,NC,South,Philadelphia,PA,East,RT-0069,982,WH-004,New York,NY,FedEx,Standard,Pharmaceuticals,18.62,4378.18,43.16,B2C,CUST-00376,Fog,Medium
SHP-2024-0104068,2024-09-08,2024-09-11,,,,,Portland,OR,West,Columbus,OH,Central,RT-0072,1549,WH-003,Los Angeles,CA,UPS,Express,Pharmaceuticals,347.57,12429.88,257.38,Government,CUST-03114,Clear,Medium
SHP-2023-0413957,2023-06-04,2023-06-06,,,,,Boston,MA,East,New York,NY,East,RT-0001,2248,WH-005,Atlanta,GA,USPS,Air,Pharmaceuticals,377.05,9382.65,481.23,B2C,CUST-04836,Snow,Medium
SHP-2022-0012524,2022-01-16,2022-01-22,,,,,Phoenix,AZ,West,Atlanta,GA,South,RT-0076,1596,WH-005,Atlanta,GA,FedEx,Standard,Electronics,46.64,1890.96,33.15,B2C,CUST-03050,Clear,Medium
SHP-2021-0205275,2021-06-17,2021-06-20,,,,,Portland,OR,West,Las Vegas,NV,West,RT-0010,1768,WH-008,Houston,TX,DHL,Express,Furniture,106.04,10885.88,176.49,B2C,CUST-04871,Clear,Low
SHP-2024-0152933,2024-01-11,2024-01-17,,,,,Charlotte,NC,South,New York,NY,East,RT-0171,444,WH-002,Dallas,TX,OnTrac,Ground,Medical Supplies,330.39,9438.94,85.86,B2C,CUST-01399,,
SHP-2023-0123504,2023-05-15,2023-05-17,,,,,Houston,TX,South,Portland,OR,West,RT-0085,2043,WH-005,Atlanta,GA,FedEx,Air,Medical Supplies,387.39,14648.9,290.81,B2C,CUST-06819,Clear,Medium
SHP-2024-0233529,2024-05-01,2024-05-02,,,,,Portland,OR,West,Philadelphia,PA,East,RT-0031,1364,WH-010,Phoenix,AZ,UPS,Air,Industrial,454.22,11271.52,429.31,B2B,CUST-03264,Clear,Medium
SHP-2023-0404694,2023-08-17,2023-08-24,,,,,Los Angeles,CA,West,Hartford,CT,East,RT-0045,2169,WH-001,Chicago,IL,FedEx,Ground,Pharmaceuticals,73.2,4505.88,25.04,B2C,CUST-03017,Clear,High
SHP-2022-0311867,2022-03-29,2022-03-30,,,,,Newark,NJ,East,Dallas,TX,South,RT-0077,122,WH-002,Dallas,TX,DHL,Air,Electronics,257.55,13740.08,465.9,B2C,CUST-02903,Clear,Low
SHP-2022-0165223,2022-01-04,2022-01-09,,,,,Phoenix,AZ,West,Hartford,CT,East,RT-0168,1635,WH-010,Phoenix,AZ,USPS,Ground,Food & Beverage,402.48,824.91,78.88,B2B,CUST-02839,Clear,Medium
SHP-2021-0052438,2021-06-22,2021-06-29,,,,,Dallas,TX,South,Seattle,WA,West,RT-0043,636,WH-004,New York,NY,OnTrac,Ground,Food & Beverage,123.43,6697.33,75.51,B2C,CUST-07172,Clear,Medium
SHP-2023-0069928,2023-03-27,2023-04-04,,,,,Nashville,TN,South,Indianapolis,IN,Central,RT-0151,2977,WH-004,New York,NY,UPS,Standard,Automotive,268.15,10575.35,50.05,B2B,CUST-02510,Fog,Low
SHP-2022-0340599,2022-09-07,2022-09-12,,,,,Indianapolis,IN,Central,Phoenix,AZ,West,RT-0064,1358,WH-001,Chicago,IL,FedEx,Standard,Automotive,215.53,2389.67,27.5,B2C,CUST-04779,Rain,High
SHP-2021-0334258,2021-06-05,2021-06-07,,,,,Kansas City,MO,Central,Nashville,TN,South,RT-0041,911,WH-006,Seattle,WA,UPS,Express,Industrial,165.24,14282.28,149.6,B2C,CUST-03537,Rain,Medium
SHP-2024-0180352,2024-05-15,2024-05-17,,,,,Philadelphia,PA,East,Minneapolis,MN,Central,RT-0179,615,WH-007,Philadelphia,PA,UPS,Air,Pharmaceuticals,218.79,718.31,480.45,B2B,CUST-07248,Rain,Low
SHP-2021-0280127,2021-09-06,2021-09-11,,,,,Baltimore,MD,East,Minneapolis,MN,Central,RT-0029,1450,WH-010,Phoenix,AZ,FedEx,Ground,Apparel,436.08,8354.61,69.45,B2B,CUST-01971,Fog,Low
SHP-2024-0133190,2024-12-23,2024-12-24,,,,,Kansas City,MO,Central,Miami,FL,South,RT-0169,842,WH-008,Houston,TX,USPS,Air,Industrial,196.88,6937.62,235.97,B2B,CUST-07098,Clear,Low
SHP-2023-0143230,2023-04-06,2023-04-08,,,,,Los Angeles,CA,West,Columbus,OH,Central,RT-0135,855,WH-004,New York,NY,UPS,Express,Pharmaceuticals,45.75,11118.05,56.91,B2B,CUST-04738,Clear,
SHP-2024-0226187,2024-04-12,2024-04-19,,,,,Baltimore,MD,East,Hartford,CT,East,RT-0060,1150,WH-009,Minneapolis,MN,FedEx,Ground,Electronics,24.4,3363.85,17.42,B2C,CUST-07447,Clear,High
SHP-2023-0100335,2023-05-05,2023-05-08,,,,,Boston,MA,East,Baltimore,MD,East,RT-0138,2019,WH-002,Dallas,TX,USPS,Express,Furniture,23.01,11918.17,118.4,B2B,CUST-06723,Snow,Medium
SHP-2024-0225283,2024-04-18,2024-04-25,,,,,Newark,NJ,East,Dallas,TX,South,RT-0005,653,WH-010,Phoenix,AZ,FedEx,Standard,Automotive,265.68,6282.09,43.04,B2C,CUST-00058,Rain,
SHP-2022-0084719,2022-02-23,2022-03-01,,,,,Baltimore,MD,East,Columbus,OH,Central,RT-0120,2206,WH-008,Houston,TX,DHL,Standard,Electronics,382.0,4238.68,36.12,Government,CUST-02729,Snow,Low
SHP-2024-0163206,2024-11-16,2024-11-17,,,,,Seattle,WA,West,Hartford,CT,East,RT-0164,2745,WH-001,Chicago,IL,FedEx,Air,Electronics,217.67,12350.17,416.9,B2B,CUST-03986,Rain,High
SHP-2024-0118483,2024-12-26,2024-12-30,,,,,Miami,FL,South,Atlanta,GA,South,RT-0059,89,WH-002,Dallas,TX,OnTrac,Ground,Electronics,102.87,3556.96,32.14,B2C,CUST-06436,Rain,Medium
SHP-2024-0418867,2024-04-12,2024-04-20,,,,,Dallas,TX,South,Detroit,MI,Central,RT-0021,2598,WH-002,Dallas,TX,USPS,Standard,Furniture,81.21,11049.95,40.13,B2B,CUST-06572,Clear,Severe
SHP-2024-0290002,2024-09-28,2024-10-01,,,,,Miami,FL,South,Kansas City,MO,Central,RT-0093,2540,WH-001,Chicago,IL,FedEx,Express,Electronics,21.05,7749.93,96.37,B2B,CUST-04939,Clear,Low
